MCS_age_div_10,1.0383
MCS_EQ5D,5.0122
MCS_const,32.5459
PCS_age_div_10,-1.0443
PCS_EQ5D,25.918
PCS_const,31.0231
prod_age_div_10,2.95
prod_age_div_10_sq,-0.35
prod_MCS_div_10,1.19
prod_MCS_div_10_sq,-0.09
prod_PCS_div_10,1.37
prod_PCS_div_10_sq,-0.09
prod_const,-13.2
